unit_id,station_id,zone,is_sensored,entry_time_s,exit_time_s,cycle_time_s,takt_time_s,torque_reading,true_cycle_time_s,pass_fail,defect_flag,defect_cause
VEH-0073,39,Final Assembly,FALSE,1783.94,1844.23,,57.4,,60.29,,0,
VEH-0073,40,Final Assembly,TRUE,1844.23,1889.15,44.92,47.6,,44.92,,0,
VEH-0074,1,Body,FALSE,0,47.54,,45,,47.54,,0,
VEH-0074,2,Body,FALSE,47.54,119.23,,68,,71.69,,0,
VEH-0074,3,Body,FALSE,119.23,183.28,,59.3,,64.05,,0,
VEH-0074,4,Body,TRUE,183.28,238.32,55.04,53.9,,55.04,,0,
VEH-0074,5,Body,TRUE,238.32,277.34,39.02,36.2,,39.02,PASS,0,
VEH-0074,6,Body,FALSE,277.34,313.18,,36.2,,35.84,,0,
VEH-0074,7,Body,FALSE,313.18,342.64,,32.3,,29.46,,0,
VEH-0074,8,Body,FALSE,342.64,410.02,,64.6,,67.38,,0,
VEH-0074,9,Body,FALSE,410.02,459.15,,54,,49.13,PASS,0,
VEH-0074,10,Body,TRUE,459.15,517.95,58.8,58.3,,58.8,,0,
VEH-0074,11,Body,TRUE,517.95,550.22,32.27,30.8,,32.27,PASS,0,
VEH-0074,12,Body,TRUE,550.22,620.14,69.92,68.8,,69.92,,0,
VEH-0074,13,Body,TRUE,620.14,690.66,70.52,63.3,42.05,70.52,PASS,0,
VEH-0074,14,Body,TRUE,690.66,729,38.34,38.5,45.03,38.34,,0,
VEH-0074,15,Body,FALSE,729,763.8,,37.3,,34.8,PASS,0,
VEH-0074,16,Paint,FALSE,763.8,798.95,,37.3,,35.15,,0,
VEH-0074,17,Paint,TRUE,798.95,839.37,40.42,42.2,,40.42,,0,
VEH-0074,18,Paint,FALSE,839.37,887.57,,51,,48.2,,0,
VEH-0074,19,Paint,TRUE,887.57,934.62,47.05,47.3,44.1,47.05,,0,
VEH-0074,20,Paint,TRUE,934.62,976.88,42.26,41.6,,42.26,,0,
VEH-0074,21,Paint,TRUE,976.88,1033.15,56.27,54.5,,56.27,,0,
VEH-0074,22,Paint,TRUE,1033.15,1069.79,36.64,35.6,,36.64,PASS,0,
VEH-0074,23,Final Assembly,TRUE,1069.79,1110.63,40.84,41.7,,40.84,,0,
VEH-0074,24,Final Assembly,TRUE,1110.63,1155.97,45.34,44.7,,45.34,,0,
VEH-0074,25,Final Assembly,TRUE,1155.97,1206.66,50.69,48.2,,50.69,,0,
VEH-0074,26,Final Assembly,TRUE,1206.66,1269.43,62.77,61.4,,62.77,PASS,0,
VEH-0074,27,Final Assembly,TRUE,1269.43,1310.96,41.53,38,46.47,41.53,,0,
VEH-0074,28,Final Assembly,FALSE,1310.96,1365.91,,50.6,,54.95,,0,
VEH-0074,29,Final Assembly,TRUE,1365.91,1412.91,47,53.7,45.15,47,,0,
VEH-0074,30,Final Assembly,TRUE,1412.91,1444.29,31.38,31.9,,31.38,,0,
VEH-0074,31,Final Assembly,TRUE,1444.29,1498.25,53.96,54.3,,53.96,,0,
VEH-0074,32,Final Assembly,TRUE,1498.25,1533.57,35.32,36.8,,35.32,PASS,0,
VEH-0074,33,Final Assembly,TRUE,1533.57,1566.82,33.25,32.6,42.29,33.25,,0,
VEH-0074,34,Final Assembly,TRUE,1566.82,1636.19,69.37,68,,69.37,,0,
VEH-0074,35,Final Assembly,TRUE,1636.19,1702.14,65.95,68.6,,65.95,,0,
VEH-0074,36,Final Assembly,TRUE,1702.14,1762.88,60.74,62.3,45.66,60.74,,0,
VEH-0074,37,Final Assembly,TRUE,1762.88,1805.25,42.37,42.2,,42.37,,0,
VEH-0074,38,Final Assembly,TRUE,1805.25,1840.94,35.69,33.9,,35.69,,0,
VEH-0074,39,Final Assembly,FALSE,1840.94,1895.56,,57.4,,54.62,,0,
VEH-0074,40,Final Assembly,TRUE,1895.56,1942.97,47.41,47.6,,47.41,,0,
VEH-0075,1,Body,FALSE,0,45.73,,45,,45.73,,0,
VEH-0075,2,Body,FALSE,45.73,111.92,,68,,66.19,,0,
VEH-0075,3,Body,FALSE,111.92,173.71,,59.3,,61.79,,0,
VEH-0075,4,Body,TRUE,173.71,223.94,50.23,53.9,,50.23,,0,
VEH-0075,5,Body,TRUE,223.94,258.51,34.57,36.2,,34.57,PASS,0,
VEH-0075,6,Body,FALSE,258.51,292.96,,36.2,,34.45,,0,
VEH-0075,7,Body,FALSE,292.96,327,,32.3,,34.04,,0,
VEH-0075,8,Body,FALSE,327,394.65,,64.6,,67.65,,0,
VEH-0075,9,Body,FALSE,394.65,449.97,,54,,55.32,PASS,0,
VEH-0075,10,Body,TRUE,449.97,511.4,61.43,58.3,,61.43,,0,
VEH-0075,11,Body,TRUE,511.4,540.85,29.45,30.8,,29.45,PASS,0,
VEH-0075,12,Body,TRUE,540.85,610.85,70,68.8,,70,,0,
VEH-0075,13,Body,TRUE,610.85,673.75,62.9,63.3,46.27,62.9,PASS,0,
VEH-0075,14,Body,TRUE,673.75,712.03,38.28,38.5,44.42,38.28,,0,
VEH-0075,15,Body,FALSE,712.03,750.34,,37.3,,38.31,PASS,0,
VEH-0075,16,Paint,FALSE,750.34,789.27,,37.3,,38.93,,0,
VEH-0075,17,Paint,TRUE,789.27,830.06,40.79,42.2,,40.79,,0,
VEH-0075,18,Paint,FALSE,830.06,880.9,,51,,50.84,,0,
VEH-0075,19,Paint,TRUE,880.9,925.7,44.8,47.3,41.25,44.8,,0,
VEH-0075,20,Paint,TRUE,925.7,967.72,42.02,41.6,,42.02,,0,
VEH-0075,21,Paint,TRUE,967.72,1023.88,56.16,54.5,,56.16,,0,
VEH-0075,22,Paint,TRUE,1023.88,1059.95,36.07,35.6,,36.07,PASS,0,
VEH-0075,23,Final Assembly,TRUE,1059.95,1097.58,37.63,41.7,,37.63,,0,
VEH-0075,24,Final Assembly,TRUE,1097.58,1141.49,43.91,44.7,,43.91,,0,
VEH-0075,25,Final Assembly,TRUE,1141.49,1184.34,42.85,48.2,,42.85,,0,
VEH-0075,26,Final Assembly,TRUE,1184.34,1249.94,65.6,61.4,,65.6,PASS,0,
VEH-0075,27,Final Assembly,TRUE,1249.94,1285.88,35.94,38,46.88,35.94,,0,
VEH-0075,28,Final Assembly,FALSE,1285.88,1338.87,,50.6,,52.99,,0,
VEH-0075,29,Final Assembly,TRUE,1338.87,1390.15,51.28,53.7,43.3,51.28,,0,
VEH-0075,30,Final Assembly,TRUE,1390.15,1422.61,32.46,31.9,,32.46,,0,
VEH-0075,31,Final Assembly,TRUE,1422.61,1474.62,52.01,54.3,,52.01,,0,
VEH-0075,32,Final Assembly,TRUE,1474.62,1511.61,36.99,36.8,,36.99,PASS,0,
VEH-0075,33,Final Assembly,TRUE,1511.61,1543.42,31.81,32.6,42.33,31.81,,0,
VEH-0075,34,Final Assembly,TRUE,1543.42,1603.84,60.42,68,,60.42,,0,
VEH-0075,35,Final Assembly,TRUE,1603.84,1673.22,69.38,68.6,,69.38,,0,
VEH-0075,36,Final Assembly,TRUE,1673.22,1733.77,60.55,62.3,44.17,60.55,,0,
VEH-0075,37,Final Assembly,TRUE,1733.77,1777.44,43.67,42.2,,43.67,,0,
VEH-0075,38,Final Assembly,TRUE,1777.44,1813.33,35.89,33.9,,35.89,,0,
VEH-0075,39,Final Assembly,FALSE,1813.33,1869.95,,57.4,,56.62,,0,
VEH-0075,40,Final Assembly,TRUE,1869.95,1916.74,46.79,47.6,,46.79,,0,
VEH-0076,1,Body,FALSE,0,46.13,,45,,46.13,,0,
VEH-0076,2,Body,FALSE,46.13,112.46,,68,,66.33,,0,
VEH-0076,3,Body,FALSE,112.46,170.32,,59.3,,57.86,,0,
VEH-0076,4,Body,TRUE,170.32,224.55,54.23,53.9,,54.23,,0,
VEH-0076,5,Body,TRUE,224.55,259.62,35.07,36.2,,35.07,PASS,0,
VEH-0076,6,Body,FALSE,259.62,295.99,,36.2,,36.37,,0,
VEH-0076,7,Body,FALSE,295.99,327.33,,32.3,,31.34,,0,
VEH-0076,8,Body,FALSE,327.33,390.19,,64.6,,62.86,,0,
VEH-0076,9,Body,FALSE,390.19,446.87,,54,,56.68,PASS,0,
VEH-0076,10,Body,TRUE,446.87,508.37,61.5,58.3,,61.5,,0,
VEH-0076,11,Body,TRUE,508.37,536.54,28.17,30.8,,28.17,PASS,0,
VEH-0076,12,Body,TRUE,536.54,607.91,71.37,68.8,,71.37,,0,
VEH-0076,13,Body,TRUE,607.91,675.64,67.73,63.3,47.34,67.73,PASS,0,
VEH-0076,14,Body,TRUE,675.64,715.14,39.5,38.5,43.41,39.5,,0,
VEH-0076,15,Body,FALSE,715.14,753.61,,37.3,,38.47,PASS,0,
VEH-0076,16,Paint,FALSE,753.61,789.29,,37.3,,35.68,,0,
VEH-0076,17,Paint,TRUE,789.29,830.77,41.48,42.2,,41.48,,0,
VEH-0076,18,Paint,FALSE,830.77,882.75,,51,,51.98,,0,
VEH-0076,19,Paint,TRUE,882.75,928.15,45.4,47.3,43.28,45.4,,0,
VEH-0076,20,Paint,TRUE,928.15,970.72,42.57,41.6,,42.57,,0,
VEH-0076,21,Paint,TRUE,970.72,1030.32,59.6,54.5,,59.6,,0,
VEH-0076,22,Paint,TRUE,1030.32,1068.13,37.81,35.6,,37.81,PASS,0,
VEH-0076,23,Final Assembly,TRUE,1068.13,1111.31,43.18,41.7,,43.18,,0,
VEH-0076,24,Final Assembly,TRUE,1111.31,1158.2,46.89,44.7,,46.89,,0,
VEH-0076,25,Final Assembly,TRUE,1158.2,1207.94,49.74,48.2,,49.74,,0,
VEH-0076,26,Final Assembly,TRUE,1207.94,1270.72,62.78,61.4,,62.78,PASS,0,
VEH-0076,27,Final Assembly,TRUE,1270.72,1310.43,39.71,38,42.95,39.71,,0,
VEH-0076,28,Final Assembly,FALSE,1310.43,1361.53,,50.6,,51.1,,0,
VEH-0076,29,Final Assembly,TRUE,1361.53,1415.01,53.48,53.7,45.12,53.48,,0,
VEH-0076,30,Final Assembly,TRUE,1415.01,1446.18,31.17,31.9,,31.17,,0,
VEH-0076,31,Final Assembly,TRUE,1446.18,1501.89,55.71,54.3,,55.71,,0,
VEH-0076,32,Final Assembly,TRUE,1501.89,1537.19,35.3,36.8,,35.3,PASS,0,
VEH-0076,33,Final Assembly,TRUE,1537.19,1568.92,31.73,32.6,44.02,31.73,,0,
VEH-0076,34,Final Assembly,TRUE,1568.92,1639.86,70.94,68,,70.94,,0,
VEH-0076,35,Final Assembly,TRUE,1639.86,1708.42,68.56,68.6,,68.56,,0,
VEH-0076,36,Final Assembly,TRUE,1708.42,1769.28,60.86,62.3,44.44,60.86,,0,
VEH-0076,37,Final Assembly,TRUE,1769.28,1811.49,42.21,42.2,,42.21,,0,
VEH-0076,38,Final Assembly,TRUE,1811.49,1848.15,36.66,33.9,,36.66,,0,
VEH-0076,39,Final Assembly,FALSE,1848.15,1902,,57.4,,53.85,,0,
VEH-0076,40,Final Assembly,TRUE,1902,1951.21,49.21,47.6,,49.21,,0,
VEH-0077,1,Body,FALSE,0,46.55,,45,,46.55,,0,
VEH-0077,2,Body,FALSE,46.55,115.45,,68,,68.9,,0,
VEH-0077,3,Body,FALSE,115.45,176.7,,59.3,,61.25,,0,
VEH-0077,4,Body,TRUE,176.7,230.41,53.71,53.9,,53.71,,0,
VEH-0077,6,Body,FALSE,264.46,302.57,,36.2,,38.11,,0,
VEH-0077,7,Body,FALSE,302.57,333.92,,32.3,,31.35,,0,
VEH-0077,8,Body,FALSE,333.92,395.5,,64.6,,61.58,,0,
VEH-0077,9,Body,FALSE,395.5,449.02,,54,,53.52,PASS,0,
VEH-0077,10,Body,TRUE,449.02,504.65,55.63,58.3,,55.63,,0,
VEH-0077,11,Body,TRUE,504.65,534.81,30.16,30.8,,30.16,PASS,0,
VEH-0077,12,Body,TRUE,534.81,604.79,69.98,68.8,,69.98,,0,
VEH-0077,13,Body,TRUE,604.79,669.19,64.4,63.3,43.65,64.4,PASS,0,
VEH-0077,14,Body,TRUE,669.19,706.75,37.56,38.5,46.61,37.56,,0,
VEH-0077,15,Body,FALSE,706.75,744.97,,37.3,,38.22,PASS,0,
VEH-0077,16,Paint,FALSE,744.97,786.13,,37.3,,41.16,,0,
VEH-0077,17,Paint,TRUE,786.13,830.82,44.69,42.2,,44.69,,0,
VEH-0077,18,Paint,FALSE,830.82,884.74,,51,,53.92,,0,
VEH-0077,19,Paint,TRUE,884.74,928.76,44.02,47.3,46.15,44.02,,0,
VEH-0077,20,Paint,TRUE,928.76,970.25,41.49,41.6,,41.49,,0,
VEH-0077,21,Paint,TRUE,970.25,1023.25,53,54.5,,53,,0,
VEH-0077,22,Paint,TRUE,1023.25,1059.15,35.9,35.6,,35.9,PASS,0,
VEH-0077,23,Final Assembly,TRUE,1059.15,1102.83,43.68,41.7,,43.68,,0,
VEH-0077,24,Final Assembly,TRUE,1102.83,1148.65,45.82,44.7,,45.82,,0,
VEH-0077,25,Final Assembly,TRUE,1148.65,1194.73,46.08,48.2,,46.08,,0,
VEH-0077,26,Final Assembly,TRUE,1194.73,1258.41,63.68,61.4,,63.68,PASS,0,
VEH-0077,27,Final Assembly,TRUE,1258.41,1295.2,36.79,38,45.33,36.79,,0,
VEH-0077,28,Final Assembly,FALSE,1295.2,1345.03,,50.6,,49.83,,0,
VEH-0077,29,Final Assembly,TRUE,1345.03,1398.14,53.11,53.7,46.15,53.11,,0,
VEH-0077,30,Final Assembly,TRUE,1398.14,1428.39,30.25,31.9,,30.25,,0,
VEH-0077,31,Final Assembly,TRUE,1428.39,1487.96,59.57,54.3,,59.57,,0,
VEH-0077,32,Final Assembly,TRUE,1487.96,1521.41,33.45,36.8,,33.45,PASS,0,
VEH-0077,33,Final Assembly,TRUE,1521.41,1553.04,31.63,32.6,45.56,31.63,,0,
VEH-0077,34,Final Assembly,TRUE,1553.04,1623.03,69.99,68,,69.99,,0,
VEH-0077,35,Final Assembly,TRUE,1623.03,1691.29,68.26,68.6,,68.26,,0,
VEH-0077,36,Final Assembly,TRUE,1691.29,1753.41,62.12,62.3,45.62,62.12,,0,
VEH-0077,37,Final Assembly,TRUE,1753.41,1795.12,41.71,42.2,,41.71,,0,
VEH-0077,38,Final Assembly,TRUE,1795.12,1831.39,36.27,33.9,,36.27,,0,
VEH-0077,39,Final Assembly,FALSE,1831.39,1891.2,,57.4,,59.81,,0,
VEH-0077,40,Final Assembly,TRUE,1891.2,1940.88,49.68,47.6,,49.68,,0,
VEH-0078,1,Body,FALSE,0,42.83,,45,,42.83,,0,
VEH-0078,2,Body,FALSE,42.83,108.5,,68,,65.67,,0,
VEH-0078,3,Body,FALSE,108.5,165.3,,59.3,,56.8,,0,
VEH-0078,4,Body,TRUE,165.3,219.8,54.5,53.9,,54.5,,0,
VEH-0078,5,Body,TRUE,219.8,256.14,36.34,36.2,,36.34,PASS,0,
VEH-0078,6,Body,FALSE,256.14,292.35,,36.2,,36.21,,0,
VEH-0078,7,Body,FALSE,292.35,326.03,,32.3,,33.68,,0,
VEH-0078,8,Body,FALSE,326.03,389.36,,64.6,,63.33,,0,
VEH-0078,9,Body,FALSE,389.36,444.22,,54,,54.86,PASS,0,
VEH-0078,10,Body,TRUE,444.22,501.04,56.82,58.3,,56.82,,0,
VEH-0078,11,Body,TRUE,501.04,530.53,29.49,30.8,,29.49,PASS,0,
VEH-0078,12,Body,TRUE,530.53,598.35,67.82,68.8,,67.82,,0,
VEH-0078,13,Body,TRUE,598.35,660.07,61.72,63.3,44.33,61.72,PASS,0,
VEH-0078,14,Body,TRUE,660.07,700.82,40.75,38.5,44.62,40.75,,0,
VEH-0078,15,Body,FALSE,700.82,736.89,,37.3,,36.07,PASS,0,
VEH-0078,16,Paint,FALSE,736.89,774.24,,37.3,,37.35,,0,
VEH-0078,17,Paint,TRUE,774.24,816.66,42.42,42.2,,42.42,,0,
VEH-0078,18,Paint,FALSE,816.66,864.63,,51,,47.97,,0,
VEH-0078,19,Paint,TRUE,864.63,911.23,46.6,47.3,44.49,46.6,,0,
VEH-0078,20,Paint,TRUE,911.23,952.47,41.24,41.6,,41.24,,0,
VEH-0078,21,Paint,TRUE,952.47,1008.95,56.48,54.5,,56.48,,0,
VEH-0078,22,Paint,TRUE,1008.95,1044.79,35.84,35.6,,35.84,PASS,0,
VEH-0078,23,Final Assembly,TRUE,1044.79,1089.06,44.27,41.7,,44.27,,0,
VEH-0078,24,Final Assembly,TRUE,1089.06,1133.73,44.67,44.7,,44.67,,0,
VEH-0078,25,Final Assembly,TRUE,1133.73,1186.21,52.48,48.2,,52.48,,0,
VEH-0078,26,Final Assembly,TRUE,1186.21,1246.2,59.99,61.4,,59.99,PASS,0,
VEH-0078,27,Final Assembly,TRUE,1246.2,1282.74,36.54,38,45.82,36.54,,0,
VEH-0078,28,Final Assembly,FALSE,1282.74,1336.79,,50.6,,54.05,,0,
VEH-0078,29,Final Assembly,TRUE,1336.79,1386.78,49.99,53.7,44.7,49.99,,0,
VEH-0078,30,Final Assembly,TRUE,1386.78,1417.71,30.93,31.9,,30.93,,0,
VEH-0078,31,Final Assembly,TRUE,1417.71,1472.4,54.69,54.3,,54.69,,0,
VEH-0078,32,Final Assembly,TRUE,1472.4,1509.22,36.82,36.8,,36.82,PASS,0,
VEH-0078,33,Final Assembly,TRUE,1509.22,1544.01,34.79,32.6,44.84,34.79,,0,
VEH-0078,34,Final Assembly,TRUE,1544.01,1616.68,72.67,68,,72.67,,0,
VEH-0078,35,Final Assembly,TRUE,1616.68,1684.2,67.52,68.6,,67.52,,0,
VEH-0078,36,Final Assembly,TRUE,1684.2,1749.39,65.19,62.3,45.34,65.19,,0,
VEH-0078,37,Final Assembly,TRUE,1749.39,1795.24,45.85,42.2,,45.85,,0,
VEH-0078,38,Final Assembly,TRUE,1795.24,1826.63,31.39,33.9,,31.39,,0,
VEH-0078,39,Final Assembly,FALSE,1826.63,1880.69,,57.4,,54.06,,0,
VEH-0078,40,Final Assembly,TRUE,1880.69,1932.65,51.96,47.6,,51.96,,0,
VEH-0079,1,Body,FALSE,0,45.13,,45,,45.13,,0,
VEH-0079,2,Body,FALSE,45.13,112.08,,68,,66.95,,0,
VEH-0079,3,Body,FALSE,112.08,174.77,,59.3,,62.69,,0,
VEH-0079,4,Body,TRUE,174.77,221.01,46.24,53.9,,46.24,,0,
VEH-0079,5,Body,TRUE,221.01,257.18,36.17,36.2,,36.17,PASS,0,
VEH-0079,6,Body,FALSE,257.18,293.19,,36.2,,36.01,,0,
VEH-0079,7,Body,FALSE,293.19,324.76,,32.3,,31.57,,0,
VEH-0079,8,Body,FALSE,324.76,394.94,,64.6,,70.18,,0,
VEH-0079,9,Body,FALSE,394.94,446.54,,54,,51.6,PASS,0,
VEH-0079,10,Body,TRUE,446.54,507.09,60.55,58.3,,60.55,,0,
VEH-0079,11,Body,TRUE,507.09,538.44,31.35,30.8,,31.35,PASS,0,
VEH-0079,12,Body,TRUE,538.44,611.58,73.14,68.8,,73.14,,0,
VEH-0079,13,Body,TRUE,611.58,672.77,61.19,63.3,43.9,61.19,PASS,0,
VEH-0079,14,Body,TRUE,672.77,713.39,40.62,38.5,45.64,40.62,,0,
VEH-0079,15,Body,FALSE,713.39,747.82,,37.3,,34.43,PASS,0,
VEH-0079,16,Paint,FALSE,747.82,784.12,,37.3,,36.3,,0,
VEH-0079,17,Paint,TRUE,784.12,827.14,43.02,42.2,,43.02,,0,
VEH-0079,18,Paint,FALSE,827.14,880.28,,51,,53.14,,0,
VEH-0079,19,Paint,TRUE,880.28,925.98,45.7,47.3,40.63,45.7,,0,
VEH-0079,20,Paint,TRUE,925.98,968.67,42.69,41.6,,42.69,,0,
VEH-0079,21,Paint,TRUE,968.67,1019.84,51.17,54.5,,51.17,,0,
VEH-0079,22,Paint,TRUE,1019.84,1051.85,32.01,35.6,,32.01,PASS,0,
VEH-0079,23,Final Assembly,TRUE,1051.85,1087.63,35.78,41.7,,35.78,,0,
VEH-0079,24,Final Assembly,TRUE,1087.63,1134.15,46.52,44.7,,46.52,,0,
VEH-0079,25,Final Assembly,TRUE,1134.15,1182.66,48.51,48.2,,48.51,,0,
VEH-0079,26,Final Assembly,TRUE,1182.66,1243.37,60.71,61.4,,60.71,PASS,0,
VEH-0079,27,Final Assembly,TRUE,1243.37,1284.01,40.64,38,45.96,40.64,,0,
VEH-0079,28,Final Assembly,FALSE,1284.01,1338.7,,50.6,,54.69,,0,
VEH-0079,29,Final Assembly,TRUE,1338.7,1388.65,49.95,53.7,44.95,49.95,,0,
VEH-0079,30,Final Assembly,TRUE,1388.65,1417.98,29.33,31.9,,29.33,,0,
VEH-0079,31,Final Assembly,TRUE,1417.98,1471.66,53.68,54.3,,53.68,,0,
VEH-0079,32,Final Assembly,TRUE,1471.66,1508,36.34,36.8,,36.34,PASS,0,
VEH-0079,33,Final Assembly,TRUE,1508,1541.62,33.62,32.6,45.07,33.62,,0,
VEH-0079,34,Final Assembly,TRUE,1541.62,1611.74,70.12,68,,70.12,,0,
VEH-0079,35,Final Assembly,TRUE,1611.74,1682.75,71.01,68.6,,71.01,,0,
VEH-0079,36,Final Assembly,TRUE,1682.75,1751.77,69.02,62.3,44.53,69.02,,0,
VEH-0079,37,Final Assembly,TRUE,1751.77,1791.98,40.21,42.2,,40.21,,0,
VEH-0079,38,Final Assembly,TRUE,1791.98,1826.3,34.32,33.9,,34.32,,0,
VEH-0079,39,Final Assembly,FALSE,1826.3,1881.4,,57.4,,55.1,,0,
VEH-0079,40,Final Assembly,TRUE,1881.4,1932.53,51.13,47.6,,51.13,,0,
VEH-0080,1,Body,FALSE,0,44.36,,45,,44.36,,0,
VEH-0080,2,Body,FALSE,44.36,108.08,,68,,63.72,,0,
VEH-0080,3,Body,FALSE,108.08,169.55,,59.3,,61.47,,0,
VEH-0080,4,Body,TRUE,169.55,225.96,56.41,53.9,,56.41,,0,
VEH-0080,5,Body,TRUE,225.96,263.48,37.52,36.2,,37.52,PASS,0,
VEH-0080,6,Body,FALSE,263.48,301.55,,36.2,,38.07,,0,
VEH-0080,7,Body,FALSE,301.55,336.37,,32.3,,34.82,,0,
VEH-0080,8,Body,FALSE,336.37,397.18,,64.6,,60.81,,0,
VEH-0080,10,Body,TRUE,449.05,509.97,60.92,58.3,,60.92,,0,
VEH-0080,11,Body,TRUE,509.97,542.51,32.54,30.8,,32.54,PASS,0,
VEH-0080,12,Body,TRUE,542.51,608.99,66.48,68.8,,66.48,,0,
VEH-0080,13,Body,TRUE,608.99,669.93,60.94,63.3,44.02,60.94,PASS,0,
VEH-0080,14,Body,TRUE,669.93,705.33,35.4,38.5,43.09,35.4,,0,
VEH-0080,15,Body,FALSE,705.33,740.31,,37.3,,34.98,PASS,0,
VEH-0080,16,Paint,FALSE,740.31,777.06,,37.3,,36.75,,0,
VEH-0080,17,Paint,TRUE,777.06,819.83,42.77,42.2,,42.77,,0,
VEH-0080,18,Paint,FALSE,819.83,871.94,,51,,52.11,,0,
VEH-0080,19,Paint,TRUE,871.94,918.04,46.1,47.3,44.27,46.1,,0,
VEH-0080,20,Paint,TRUE,918.04,959.9,41.86,41.6,,41.86,,0,
VEH-0080,21,Paint,TRUE,959.9,1010.32,50.42,54.5,,50.42,,0,
VEH-0080,22,Paint,TRUE,1010.32,1047.63,37.31,35.6,,37.31,PASS,0,
VEH-0080,23,Final Assembly,TRUE,1047.63,1092.02,44.39,41.7,,44.39,,0,
VEH-0080,24,Final Assembly,TRUE,1092.02,1135.32,43.3,44.7,,43.3,,0,
VEH-0080,25,Final Assembly,TRUE,1135.32,1182.56,47.24,48.2,,47.24,,0,
VEH-0080,26,Final Assembly,TRUE,1182.56,1247.78,65.22,61.4,,65.22,PASS,0,
VEH-0080,27,Final Assembly,TRUE,1247.78,1285.55,37.77,38,45.88,37.77,,0,
VEH-0080,28,Final Assembly,FALSE,1285.55,1335.92,,50.6,,50.37,,0,
VEH-0080,29,Final Assembly,TRUE,1335.92,1393.81,57.89,53.7,45.74,57.89,,0,
VEH-0080,30,Final Assembly,TRUE,1393.81,1426.58,32.77,31.9,,32.77,,0,
VEH-0080,31,Final Assembly,TRUE,1426.58,1482.41,55.83,54.3,,55.83,,0,
VEH-0080,32,Final Assembly,TRUE,1482.41,1518.19,35.78,36.8,,35.78,PASS,0,
VEH-0080,33,Final Assembly,TRUE,1518.19,1550.03,31.84,32.6,46.15,31.84,,0,
VEH-0080,34,Final Assembly,TRUE,1550.03,1618.46,68.43,68,,68.43,,0,
VEH-0080,35,Final Assembly,TRUE,1618.46,1683.02,64.56,68.6,,64.56,,0,
VEH-0080,36,Final Assembly,TRUE,1683.02,1751.16,68.14,62.3,46.47,68.14,,0,
VEH-0080,37,Final Assembly,TRUE,1751.16,1793.44,42.28,42.2,,42.28,,0,
VEH-0080,38,Final Assembly,TRUE,1793.44,1826.88,33.44,33.9,,33.44,,0,
VEH-0080,39,Final Assembly,FALSE,1826.88,1884.85,,57.4,,57.97,,0,
VEH-0080,40,Final Assembly,TRUE,1884.85,1933.68,48.83,47.6,,48.83,,0,
VEH-0081,1,Body,FALSE,0,43.22,,45,,43.22,,0,
VEH-0081,2,Body,FALSE,43.22,111.34,,68,,68.12,,0,
VEH-0081,3,Body,FALSE,111.34,166.6,,59.3,,55.26,,0,
VEH-0081,4,Body,TRUE,166.6,222.39,55.79,53.9,,55.79,,0,
VEH-0081,5,Body,TRUE,222.39,259.53,37.14,36.2,,37.14,PASS,0,
VEH-0081,6,Body,FALSE,259.53,296.63,,36.2,,37.1,,0,
VEH-0081,7,Body,FALSE,296.63,328.93,,32.3,,32.3,,0,
VEH-0081,8,Body,FALSE,328.93,394.87,,64.6,,65.94,,0,
VEH-0081,9,Body,FALSE,394.87,453.2,,54,,58.33,PASS,0,
VEH-0081,10,Body,TRUE,453.2,510.67,57.47,58.3,,57.47,,0,
VEH-0081,11,Body,TRUE,510.67,541.68,31.01,30.8,,31.01,PASS,0,
VEH-0081,12,Body,TRUE,541.68,606.74,65.06,68.8,,65.06,,0,
VEH-0081,13,Body,TRUE,606.74,667.29,60.55,63.3,45.15,60.55,PASS,0,
VEH-0081,14,Body,TRUE,667.29,707.92,40.63,38.5,44.62,40.63,,0,
VEH-0081,15,Body,FALSE,707.92,744.78,,37.3,,36.86,PASS,0,
VEH-0081,16,Paint,FALSE,744.78,781.32,,37.3,,36.54,,0,
VEH-0081,17,Paint,TRUE,781.32,822.39,41.07,42.2,,41.07,,0,
VEH-0081,18,Paint,FALSE,822.39,874.14,,51,,51.75,,0,
VEH-0081,19,Paint,TRUE,874.14,917.91,43.77,47.3,46.92,43.77,,0,
VEH-0081,20,Paint,TRUE,917.91,958.13,40.22,41.6,,40.22,,0,
VEH-0081,21,Paint,TRUE,958.13,1014.6,56.47,54.5,,56.47,,0,
VEH-0081,22,Paint,TRUE,1014.6,1047.94,33.34,35.6,,33.34,PASS,0,
VEH-0081,23,Final Assembly,TRUE,1047.94,1091.04,43.1,41.7,,43.1,,0,
VEH-0081,24,Final Assembly,TRUE,1091.04,1137.25,46.21,44.7,,46.21,,0,
VEH-0081,25,Final Assembly,TRUE,1137.25,1186.38,49.13,48.2,,49.13,,0,
VEH-0081,26,Final Assembly,TRUE,1186.38,1244.73,58.35,61.4,,58.35,PASS,0,
VEH-0081,27,Final Assembly,TRUE,1244.73,1283.2,38.47,38,43.23,38.47,,0,
VEH-0081,28,Final Assembly,FALSE,1283.2,1333.16,,50.6,,49.96,,0,
VEH-0081,29,Final Assembly,TRUE,1333.16,1389.63,56.47,53.7,46.2,56.47,,0,
VEH-0081,30,Final Assembly,TRUE,1389.63,1421.55,31.92,31.9,,31.92,,0,
VEH-0081,31,Final Assembly,TRUE,1421.55,1473.21,51.66,54.3,,51.66,,0,
